hardlines|unknown|retail,49
hardlines|unknown|tech & toys,45
hbw|f&d|retail,9021
hbw|f&d|softlines,3115
hbw|f&d|ttd - leisure,11607
hbw|f&d|ttd - live,1711
hbw|h&a|f&d,3806
hbw|h&a|health & beauty,1059
hbw|h&a|hotel,728
hbw|h&a|multi,9
hbw|h&a|softlines,1853
hbw|h&a|tech & toys,1415
hbw|hardlines|f&d,1503
hbw|hardlines|hbw,9852
hbw|hardlines|hotel,363
hbw|hardlines|tech & toys,3493
hbw|hardlines|tour,39
hbw|hbw|f&d,42994
hbw|hbw|hardlines,24737
hbw|hbw|retail,54353
hbw|hbw|tour,849
hbw|hbw|ttd,26192
hbw|hbw|ttd - live,11420
hbw|health & beauty|end,12290
hbw|health & beauty|health & beauty,13673
hbw|health & beauty|tour,45
hbw|health & beauty|ttd,1430
hbw|home|end,19651
hbw|home|health & beauty,2204
hbw|home|home,17219
hbw|home|hotel,353
hbw|home|multi,3
hbw|home|ttd - live,488
hbw|hotel|hardlines,596
hbw|hotel|hbw,4526
hbw|hotel|home,483
hbw|hotel|multi,2
hbw|hotel|softlines,535
hbw|hotel|tour,38
hbw|multi|end,62
hbw|multi|h&a,22
hbw|multi|health & beauty,5
hbw|multi|softlines,5
hbw|multi|tech & toys,5
hbw|retail|f&d,6917
hbw|retail|hardlines,5617
hbw|retail|health & beauty,2870
hbw|retail|home,4364
hbw|retail|hotel,1406
hbw|retail|multi,10
hbw|retail|ttd,3710
hbw|softlines|h&a,1158
hbw|softlines|health & beauty,2833
hbw|softlines|retail,4219
hbw|softlines|unknown,79
hbw|tech & toys|health & beauty,1645
hbw|tech & toys|multi,4
hbw|tour|hbw,419
hbw|tour|home,33
hbw|tour|softlines,53
hbw|tour|ttd,46
hbw|tour|ttd - live,44
hbw|ttd|f&d,7425
hbw|ttd|h&a,3595
hbw|ttd|health & beauty,2243
hbw|ttd - leisure|multi,11
hbw|ttd - leisure|tech & toys,2940
hbw|ttd - leisure|ttd - leisure,74636
hbw|ttd - live|end,19013
hbw|ttd - live|f&d,1038
hbw|ttd - live|home,521
hbw|ttd - live|retail,1596
hbw|ttd - live|ttd - live,6093
hbw|unknown|f&d,124
hbw|unknown|hotel,27
hbw|unknown|tech & toys,57
hbw|unknown|tour,5
hbw|unknown|ttd,70
hbw|unknown|ttd - leisure,261
health & beauty|charity|ttd - leisure,1
health & beauty|f&d|h&a,675
health & beauty|f&d|hbw,1777
health & beauty|f&d|softlines,1138
health & beauty|h&a|end,5281
health & beauty|h&a|hbw,1220
health & beauty|h&a|ttd - leisure,961
health & beauty|h&a|unknown,21
health & beauty|hardlines|charity,3
health & beauty|hardlines|h&a,686
health & beauty|hardlines|hardlines,19780
health & beauty|hardlines|multi,3
health & beauty|hardlines|retail,2822
health & beauty|hardlines|softlines,5016
health & beauty|hardlines|unknown,51
health & beauty|hbw|end,16558
health & beauty|hbw|tech & toys,1435
health & beauty|hbw|tour,38
health & beauty|health & beauty|ttd,4731
health & beauty|health & beauty|unknown,350
health & beauty|home|home,12809
health & beauty|home|hotel,254
health & beauty|hotel|health & beauty,311
health & beauty|hotel|retail,371
health & beauty|hotel|tech & toys,198
health & beauty|hotel|ttd,187
health & beauty|hotel|ttd - leisure,478
health & beauty|multi|tech & toys,2
health & beauty|retail|hbw,2781
health & beauty|retail|multi,1
health & beauty|retail|retail,13830
health & beauty|retail|tech & toys,2022
health & beauty|retail|ttd - live,405
health & beauty|softlines|home,4420
health & beauty|softlines|retail,3265
health & beauty|softlines|tech & toys,3715
health & beauty|softlines|ttd - leisure,1601
health & beauty|tech & toys|end,9833
health & beauty|tech & toys|charity,1
health & beauty|tech & toys|hotel,249
health & beauty|tech & toys|ttd,718
health & beauty|tech & toys|ttd - leisure,1293
health & beauty|tech & toys|ttd - live,253
health & beauty|tour|end,162
health & beauty|tour|multi,1
health & beauty|tour|tech & toys,15
health & beauty|tour|ttd - leisure,25
health & beauty|ttd|retail,1834
health & beauty|ttd|ttd - leisure,2284
health & beauty|ttd|unknown,58
health & beauty|ttd - leisure|end,15016
health & beauty|ttd - leisure|f&d,1012
health & beauty|ttd - leisure|hbw,1783
health & beauty|ttd - leisure|hotel,279
health & beauty|ttd - leisure|retail,1832
health & beauty|ttd - leisure|tour,25
health & beauty|ttd - leisure|ttd - leisure,10471
health & beauty|ttd - leisure|unknown,1
health & beauty|ttd - live|hotel,51
health & beauty|ttd - live|tech & toys,188
health & beauty|ttd - live|tour,6
health & beauty|unknown|h&a,18
health & beauty|unknown|softlines,83
health & beauty|unknown|tech & toys,41
health & beauty|unknown|ttd - leisure,46
home|f&d|hardlines,1076
home|f&d|hbw,1287
home|f&d|retail,1695
home|h&a|f&d,508
home|h&a|home,1278
home|h&a|multi,1
home|h&a|softlines,648
home|h&a|tour,12
home|h&a|ttd,264
home|h&a|unknown,10
home|hardlines|h&a,755
home|hardlines|hardlines,20399
home|hardlines|home,12646
home|hardlines|hotel,285
home|hardlines|tech & toys,5211
home|hardlines|tour,33
home|hbw|hbw,10939
home|hbw|health & beauty,855
home|hbw|softlines,1710
home|hbw|ttd,720
home|hbw|ttd - leisure,2003
home|hbw|ttd - live,369
home|health & beauty|h&a,550
home|health & beauty|hardlines,3380
home|health & beauty|hbw,1603
home|health & beauty|tech & toys,2529
home|health & beauty|tour,16
home|health & beauty|unknown,72
home|home|h&a,3568
home|home|hbw,9146
home|home|multi,9
home|home|softlines,21849
home|home|tour,139
home|home|ttd - leisure,7956
home|hotel|h&a,94
home|hotel|hardlines,233
home|hotel|home,417
home|multi|home,6
home|multi|retail,8
home|retail|charity,2
home|retail|f&d,1344
home|retail|hbw,2203
home|retail|hotel,324
home|retail|tech & toys,2113
home|retail|ttd - leisure,2270
home|retail|unknown,43
home|softlines|f&d,1124
home|softlines|retail,3818
home|softlines|ttd - leisure,1552
home|tech & toys|h&a,821
home|tech & toys|home,10365
home|tech & toys|tech & toys,17273
home|tech & toys|ttd,766
home|tech & toys|ttd - live,381
home|tech & toys|unknown,68
home|tour|end,176
home|tour|retail,24
home|tour|softlines,26
home|ttd|end,2541
home|ttd|h&a,437
home|ttd|home,1681
home|ttd|multi,4
home|ttd|softlines,919
home|ttd - leisure|end,14504
home|ttd - leisure|h&a,488
home|ttd - leisure|retail,1796
home|ttd - leisure|tour,16
home|ttd - live|f&d,132
home|unknown|retail,49
hotel|f&d|hardlines,380
hotel|f&d|hotel,1461
hotel|f&d|softlines,444
hotel|f&d|ttd - leisure,1864
hotel|f&d|ttd - live,291
hotel|h&a|hardlines,225
hotel|hardlines|hardlines,2817
hotel|hardlines|hbw,299
hotel|hardlines|tech & toys,594
hotel|hardlines|ttd - live,91
hotel|hbw|h&a,629
hotel|hbw|health & beauty,320
hotel|hbw|tech & toys,396
hotel|health & beauty|health & beauty,1234
hotel|health & beauty|hotel,361
hotel|health & beauty|tour,6
hotel|health & beauty|unknown,6
hotel|home|end,2774
hotel|home|h&a,142
hotel|hotel|end,61115
hotel|hotel|f&d,3892
hotel|hotel|hotel,54147
hotel|hotel|tech & toys,1869
hotel|hotel|tour,237
hotel|hotel|ttd,3642
hotel|hotel|ttd - live,1253
hotel|multi|hardlines,1
hotel|multi|tech & toys,1
hotel|retail|ttd - live,313
hotel|softlines|charity,1
hotel|softlines|home,608
hotel|softlines|tour,10
hotel|softlines|unknown,8
hotel|tech & toys|end,3002
hotel|tech & toys|f&d,192
hotel|tech & toys|h&a,140
hotel|tech & toys|retail,518
hotel|tech & toys|tour,16
hotel|tech & toys|ttd - live,83
hotel|tour|f&d,22
hotel|tour|hbw,43
hotel|tour|health & beauty,7
hotel|tour|ttd - leisure,51
hotel|ttd|end,3796
hotel|ttd|retail,1336
hotel|ttd|softlines,547
hotel|ttd|tour,37
hotel|ttd - leisure|hbw,1782
hotel|ttd - live|retail,328
hotel|unknown|home,8
hotel|unknown|ttd - leisure,16
multi|f&d|f&d,25
multi|f&d|ttd - leisure,10
multi|f&d|ttd - live,2
multi|h&a|h&a,72
multi|h&a|ttd - leisure,10
multi|hardlines|retail,6
multi|hardlines|tech & toys,4
multi|hbw|f&d,5
multi|hbw|health & beauty,3
multi|hbw|softlines,1
multi|hbw|ttd - leisure,13
multi|health & beauty|end,21
multi|health & beauty|softlines,5
multi|home|h&a,1
multi|home|health & beauty,1
multi|home|multi,1
multi|home|retail,3
multi|hotel|end,11
multi|hotel|retail,2
multi|multi|health & beauty,7
multi|multi|multi,120
multi|multi|ttd,11
multi|retail|multi,1
multi|retail|retail,39
multi|softlines|end,28
multi|softlines|h&a,2
multi|softlines|multi,3
multi|softlines|ttd - live,3
multi|ttd|home,1
multi|ttd|multi,2
multi|ttd|ttd,17
multi|ttd|ttd - leisure,4
multi|ttd|ttd - live,5
multi|ttd - leisure|softlines,4
multi|ttd - live|h&a,1
multi|ttd - live|hardlines,3
multi|ttd - live|home,1
retail|charity|hbw,1
retail|f&d|end,44737
retail|f&d|charity,2
retail|f&d|multi,10
retail|f&d|retail,18064
retail|f&d|ttd,3560
retail|h&a|end,24056
retail|h&a|f&d,2763
retail|h&a|h&a,13402
retail|h&a|hardlines,1668
retail|h&a|home,1275
retail|h&a|softlines,1575
retail|h&a|tech & toys,1292
retail|h&a|tour,43
retail|h&a|ttd - live,616
retail|hardlines|end,33394
retail|hardlines|charity,1
retail|hardlines|f&d,1629
retail|hardlines|hbw,2668
retail|hardlines|health & beauty,1674
retail|hardlines|tech & toys,5090
retail|hardlines|ttd - leisure,3000
retail|hbw|retail,20362
retail|hbw|unknown,128
retail|health & beauty|multi,5
retail|health & beauty|retail,7189
retail|health & beauty|tech & toys,2456
retail|health & beauty|tour,32
retail|home|h&a,921
retail|home|hotel,403
retail|home|tech & toys,4831
retail|home|tour,33
retail|home|ttd,848
retail|hotel|hbw,1139
retail|hotel|health & beauty,242
retail|multi|h&a,23
retail|multi|tech & toys,3
retail|multi|ttd - leisure,22
retail|retail|charity,9
retail|retail|hardlines,22373
retail|retail|health & beauty,9781
retail|retail|hotel,4990
retail|retail|multi,39
retail|retail|softlines,25470
retail|retail|tech & toys,18713
retail|retail|ttd,13075
retail|softlines|charity,1
retail|softlines|h&a,993
retail|softlines|health & beauty,3035
retail|softlines|tour,39
retail|softlines|ttd - leisure,3387
retail|softlines|unknown,81
retail|tech & toys|h&a,1001
retail|tech & toys|softlines,5588
retail|tech & toys|tour,23
retail|tour|health & beauty,18
retail|tour|tour,583
retail|tour|ttd - live,16
retail|ttd|charity,2
retail|ttd|home,1777
retail|ttd|retail,13055
retail|ttd|tech & toys,1941
retail|ttd|tour,68
retail|ttd|ttd - leisure,8524
retail|ttd|ttd - live,1346
retail|ttd - leisure|h&a,2737
retail|ttd - leisure|hardlines,4388
retail|ttd - leisure|hotel,1388
retail|ttd - leisure|retail,18627
retail|ttd - leisure|tech & toys,3210
retail|ttd - leisure|tour,74
retail|ttd - live|home,435
retail|ttd - live|tech & toys,504
retail|ttd - live|ttd - leisure,2547
retail|unknown|home,68
retail|unknown|ttd - leisure,92
retail|unknown|unknown,348
softlines|charity|end,4
softlines|charity|charity,2
softlines|charity|home,1
softlines|f&d|end,8428
softlines|f&d|h&a,643
softlines|f&d|ttd,1008
softlines|f&d|ttd - live,271
softlines|h&a|hotel,103
softlines|h&a|retail,980
softlines|h&a|softlines,2065
softlines|h&a|ttd - leisure,879
softlines|h&a|unknown,17
softlines|hardlines|hardlines,20836
softlines|hardlines|home,6113
softlines|hardlines|hotel,285
softlines|hbw|f&d,1454
softlines|hbw|hbw,12630
softlines|hbw|multi,3
softlines|hbw|ttd,1011
softlines|health & beauty|end,8426
softlines|health & beauty|multi,7
softlines|health & beauty|softlines,14344
softlines|health & beauty|ttd - leisure,1286
softlines|home|tour,35
softlines|hotel|end,2396
softlines|hotel|h&a,119
softlines|hotel|ttd,198
softlines|multi|end,26
softlines|multi|health & beauty,4
softlines|multi|softlines,24
softlines|retail|multi,6
softlines|retail|retail,19734
softlines|softlines|hbw,15346
softlines|softlines|health & beauty,18473
softlines|softlines|softlines,321798
softlines|softlines|tech & toys,25211
softlines|softlines|unknown,583
softlines|tech & toys|end,16539
softlines|tech & toys|h&a,645
softlines|tech & toys|home,5013
softlines|tech & toys|multi,3
softlines|tech & toys|ttd - leisure,1572
softlines|tech & toys|ttd - live,289
softlines|tour|hbw,25
softlines|tour|tech & toys,19
softlines|tour|tour,211
softlines|ttd|hardlines,940
softlines|ttd|health & beauty,816
softlines|ttd|hotel,323
softlines|ttd|ttd - leisure,2008
softlines|ttd - leisure|health & beauty,293
softlines|ttd - leisure|hotel,318
softlines|ttd - leisure|ttd - leisure,11093
softlines|ttd - leisure|ttd - live,681
softlines|ttd - leisure|unknown,3
softlines|ttd - live|home,200
softlines|ttd - live|hotel,56
softlines|ttd - live|tech & toys,170
softlines|ttd - live|ttd - leisure,611
softlines|ttd - live|ttd - live,1127
softlines|unknown|f&d,23
softlines|unknown|softlines,254
softlines|unknown|ttd - live,7
tech & toys|charity|charity,2
tech & toys|f&d|end,8191
tech & toys|f&d|hardlines,1006
tech & toys|f&d|hbw,1280
tech & toys|f&d|home,843
tech & toys|h&a|ttd - leisure,928
tech & toys|hardlines|f&d,896
tech & toys|hardlines|h&a,758
tech & toys|hardlines|ttd,543
tech & toys|hbw|tech & toys,3011
tech & toys|hbw|unknown,40
tech & toys|health & beauty|end,6531
tech & toys|health & beauty|hotel,218
tech & toys|health & beauty|softlines,3543
tech & toys|health & beauty|tech & toys,6568
tech & toys|home|end,21544
tech & toys|home|hotel,356
tech & toys|home|unknown,52
tech & toys|multi|home,4
tech & toys|multi|ttd - live,2
tech & toys|retail|hbw,2019
tech & toys|retail|tech & toys,5811
tech & toys|retail|ttd - leisure,2656
tech & toys|softlines|f&d,1010
tech & toys|softlines|hardlines,6355
tech & toys|softlines|hbw,1545
tech & toys|softlines|home,5011
tech & toys|softlines|retail,3362
tech & toys|softlines|tech & toys,12249
tech & toys|softlines|tour,14
tech & toys|tech & toys|f&d,5922
tech & toys|tech & toys|health & beauty,8368
tech & toys|tech & toys|home,15943
tech & toys|tech & toys|tour,138
tech & toys|tour|end,190
tech & toys|tour|multi,1
tech & toys|tour|retail,23
tech & toys|tour|ttd,10
tech & toys|tour|ttd - leisure,31
tech & toys|ttd - leisure|end,18388
tech & toys|ttd - leisure|f&d,1021
tech & toys|ttd - leisure|health & beauty,236
tech & toys|ttd - leisure|tour,11
tech & toys|ttd - leisure|ttd - live,621
tech & toys|ttd - live|hardlines,269
tech & toys|ttd - live|retail,355
tech & toys|ttd - live|softlines,219
tech & toys|unknown|f&d,26
tech & toys|unknown|hbw,49
tour|f&d|ttd,36
tour|h&a|f&d,29
tour|h&a|hardlines,16
tour|h&a|hbw,75
tour|h&a|retail,33
tour|h&a|tour,24
tour|h&a|ttd - live,16
tour|hardlines|hbw,34
tour|hardlines|hotel,13
tour|hardlines|retail,32
tour|hardlines|softlines,48
tour|hardlines|tour,12
tour|hardlines|ttd,6
tour|hardlines|ttd - live,12
tour|hbw|h&a,55
tour|hbw|health & beauty,42
tour|hbw|hotel,46
tour|health & beauty|ttd - leisure,20
tour|home|end,204
tour|home|f&d,20
tour|home|hardlines,59
tour|home|hbw,32
tour|home|health & beauty,24
tour|home|home,228
tour|home|ttd - live,9
tour|hotel|f&d,26
tour|hotel|h&a,21
tour|hotel|hardlines,17
tour|hotel|hotel,206
tour|retail|hardlines,60
tour|retail|health & beauty,10
tour|retail|ttd,30
tour|retail|unknown,1
tour|softlines|f&d,11
tour|softlines|softlines,376
tour|softlines|tech & toys,44
tour|softlines|ttd,14
tour|tech & toys|f&d,11
tour|tech & toys|health & beauty,9
tour|tech & toys|unknown,1
tour|tour|health & beauty,145
tour|tour|tech & toys,196
tour|tour|ttd,367
tour|ttd|f&d,53
tour|ttd|ttd - live,22
tour|ttd - leisure|h&a,38
tour|ttd - leisure|hardlines,40
tour|ttd - leisure|retail,79
tour|ttd - leisure|ttd - live,64
tour|ttd - live|end,232
tour|ttd - live|hbw,26
tour|ttd - live|home,11
tour|ttd - live|tech & toys,7
tour|unknown|softlines,3
ttd|charity|end,23
ttd|charity|retail,4
ttd|f&d|home,2843
ttd|f&d|softlines,3754
ttd|f&d|tech & toys,3165
ttd|f&d|ttd - live,3267
ttd|f&d|unknown,135
ttd|h&a|charity,4
ttd|h&a|f&d,4134
ttd|h&a|ttd - live,1508
ttd|h&a|unknown,59
ttd|hardlines|end,17491
ttd|hardlines|f&d,1558
ttd|hardlines|hbw,2279
ttd|hardlines|retail,3156
ttd|hardlines|tour,33
ttd|hardlines|ttd - live,797
ttd|hbw|charity,2
ttd|hbw|tour,208
ttd|hbw|ttd - leisure,27259
ttd|hbw|unknown,247
ttd|health & beauty|f&d,1837
ttd|health & beauty|home,2303
ttd|health & beauty|multi,2
ttd|health & beauty|ttd - leisure,4487
ttd|health & beauty|ttd - live,760
ttd|health & beauty|unknown,72
ttd|home|hardlines,3148
ttd|home|home,12663
ttd|home|multi,6
ttd|home|ttd,2476
ttd|hotel|home,565
ttd|hotel|multi,7
ttd|hotel|unknown,12
ttd|multi|end,71
ttd|multi|f&d,10
ttd|multi|health & beauty,4
ttd|retail|charity,3
ttd|retail|hotel,1982
ttd|retail|tech & toys,4458
ttd|retail|unknown,122
ttd|softlines|end,14823
ttd|softlines|health & beauty,2411
ttd|softlines|multi,6
ttd|softlines|softlines,25489
ttd|softlines|ttd - live,956
ttd|softlines|unknown,84
ttd|tech & toys|end,15231
ttd|tech & toys|h&a,1089
ttd|tech & toys|softlines,3316
ttd|tech & toys|tour,45
ttd|tour|hardlines,42
ttd|tour|hotel,52
ttd|tour|multi,2
ttd|tour|tour,896
ttd|ttd|end,209421
ttd|ttd|retail,44638
ttd|ttd|ttd - leisure,106288
ttd|ttd - leisure|home,3692
ttd|ttd - live|end,26742
ttd|ttd - live|f&d,1584
ttd|ttd - live|hbw,2351
ttd|ttd - live|softlines,1011
ttd|unknown|home,66
ttd|unknown|tech & toys,82
ttd|unknown|ttd - live,65
ttd - leisure|charity|charity,4
ttd - leisure|f&d|tour,43
ttd - leisure|h&a|end,28967
ttd - leisure|h&a|health & beauty,153
ttd - leisure|h&a|tech & toys,763
ttd - leisure|h&a|ttd - live,662
ttd - leisure|hardlines|hotel,285
ttd - leisure|hardlines|retail,2910
ttd - leisure|hbw|h&a,2346
ttd - leisure|hbw|ttd - leisure,18757
ttd - leisure|health & beauty|softlines,769
ttd - leisure|home|softlines,2742
ttd - leisure|hotel|end,14023
ttd - leisure|hotel|hbw,879
ttd - leisure|multi|h&a,4
ttd - leisure|multi|hbw,5
ttd - leisure|multi|home,1
ttd - leisure|multi|multi,2
ttd - leisure|multi|softlines,6
ttd - leisure|retail|h&a,1646
ttd - leisure|retail|hardlines,3966
ttd - leisure|retail|hotel,957
ttd - leisure|retail|retail,32121
ttd - leisure|retail|softlines,3428
ttd - leisure|retail|tour,50
ttd - leisure|softlines|unknown,4
ttd - leisure|tech & toys|charity,1
ttd - leisure|tech & toys|hardlines,3300
ttd - leisure|tech & toys|hbw,1167
ttd - leisure|tour|end,653
ttd - leisure|tour|health & beauty,2
ttd - leisure|tour|retail,36
ttd - leisure|ttd - leisure|f&d,27486
ttd - leisure|ttd - live|h&a,635
ttd - leisure|ttd - live|hardlines,998
ttd - leisure|ttd - live|ttd - leisure,8358
ttd - live|f&d|health & beauty,43
ttd - live|f&d|home,167
ttd - live|f&d|tour,8
ttd - live|h&a|hotel,49
ttd - live|h&a|tech & toys,113
ttd - live|hardlines|retail,412
ttd - live|hardlines|softlines,673
ttd - live|hardlines|tour,1
ttd - live|hardlines|ttd - leisure,456
ttd - live|hbw|end,10756
ttd - live|hbw|retail,690
ttd - live|health & beauty|f&d,55
ttd - live|health & beauty|home,92
ttd - live|health & beauty|multi,2
ttd - live|health & beauty|retail,105
ttd - live|health & beauty|softlines,109
ttd - live|home|health & beauty,59
ttd - live|home|hotel,34
ttd - live|home|ttd - leisure,264
ttd - live|hotel|end,1979
ttd - live|hotel|f&d,87
ttd - live|hotel|hardlines,83
ttd - live|hotel|health & beauty,8
ttd - live|hotel|home,49
ttd - live|hotel|softlines,70
ttd - live|multi|h&a,2
ttd - live|multi|ttd - live,1
ttd - live|retail|health & beauty,68
ttd - live|retail|retail,4157
ttd - live|softlines|health & beauty,93
ttd - live|tech & toys|retail,314
ttd - live|tech & toys|softlines,458
ttd - live|tour|retail,8
ttd - live|tour|tech & toys,3
ttd - live|ttd - leisure|softlines,748
ttd - live|ttd - live|h&a,897
ttd - live|ttd - live|hardlines,1375
ttd - live|ttd - live|hotel,596
ttd - live|ttd - live|multi,1
ttd - live|ttd - live|retail,2439
ttd - live|ttd - live|tour,38
ttd - live|unknown|end,4
ttd - live|unknown|hardlines,2
ttd - live|unknown|tech & toys,2
ttd - live|unknown|ttd - leisure,2
ttd - live|unknown|unknown,2
unknown|charity|ttd,1
unknown|charity|ttd - leisure,1
unknown|f&d|hbw,124
unknown|f&d|ttd,16
unknown|f&d|ttd - leisure,84
unknown|h&a|end,242
unknown|h&a|f&d,17
unknown|h&a|hbw,87
unknown|h&a|multi,1
unknown|h&a|softlines,26
unknown|h&a|ttd - live,7
unknown|hardlines|h&a,12
unknown|hardlines|hotel,4
